S58.922D	amputation traumatique partielle de l'avant-bras gauche, niveau non spécifié, contact subséquent
S92.055K	autre fracture extra-articulaire du calcanéum gauche sans déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.055P	autre fracture extra-articulaire du calcanéum gauche sans déplacement, contact subséquent pour une fracture avec cal vicieux
S92.055S	autre fracture extra-articulaire du calcanéum gauche sans déplacement, séquelle
S92.056A	autre fracture extra-articulaire d'un calcanéum non spécifié sans déplacement, contact initial pour une fracture fermée
S92.056B	autre fracture extra-articulaire d'un calcanéum non spécifié sans déplacement, contact initial pour une fracture ouverte
S92.056D	autre fracture extra-articulaire d'un calcanéum non spécifié sans déplacement, contact subséquent pour une consolidation normale
S92.056G	autre fracture extra-articulaire d'un calcanéum non spécifié sans déplacement, contact subséquent pour une consolidation retardée
S92.056K	autre fracture extra-articulaire d'un calcanéum non spécifié sans déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.056P	autre fracture extra-articulaire d'un calcanéum non spécifié sans déplacement, contact subséquent pour une fracture avec cal vicieux
S92.056S	autre fracture extra-articulaire d'un calcanéum non spécifié sans déplacement, séquelle
S92.061A	fracture intra-articulaire du calcanéum droit avec un déplacement, contact initial pour une fracture fermée
S92.061B	fracture intra-articulaire du calcanéum droit avec un déplacement, contact initial pour une fracture ouverte
S92.061D	fracture intra-articulaire du calcanéum droit avec un déplacement, contact subséquent pour une consolidation normale
S92.061G	fracture intra-articulaire du calcanéum droit avec un déplacement, contact subséquent pour une consolidation retardée
S92.061K	fracture intra-articulaire du calcanéum droit avec un déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.061P	fracture intra-articulaire du calcanéum droit avec un déplacement, contact subséquent pour une fracture avec cal vicieux
S92.061S	fracture intra-articulaire du calcanéum droit avec un déplacement, séquelle
S92.062A	fracture intra-articulaire du calcanéum gauche avec un déplacement, contact initial pour une fracture fermée
S92.062B	fracture intra-articulaire du calcanéum gauche avec un déplacement, contact initial pour une fracture ouverte
S92.063A	fracture intra-articulaire d'un calcanéum non spécifié avec un déplacement, contact initial pour une fracture fermée
S92.063B	fracture intra-articulaire d'un calcanéum non spécifié avec un déplacement, contact initial pour une fracture ouverte
S92.063D	fracture intra-articulaire d'un calcanéum non spécifié avec un déplacement, contact subséquent pour une consolidation normale
S92.063G	fracture intra-articulaire d'un calcanéum non spécifié avec un déplacement, contact subséquent pour une consolidation retardée
S92.063K	fracture intra-articulaire d'un calcanéum non spécifié avec un déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.063P	fracture intra-articulaire d'un calcanéum non spécifié avec un déplacement, contact subséquent pour une fracture avec cal vicieux
S92.063S	fracture intra-articulaire d'un calcanéum non spécifié avec un déplacement, séquelle
S92.064A	fracture intra-articulaire du calcanéum droit sans déplacement, contact initial pour une fracture fermée
S92.064B	fracture intra-articulaire du calcanéum droit sans déplacement, contact initial pour une fracture ouverte
S92.064D	fracture intra-articulaire du calcanéum droit sans déplacement, contact subséquent pour une consolidation normale
S92.064G	fracture intra-articulaire du calcanéum droit sans déplacement, contact subséquent pour une consolidation retardée
S92.064K	fracture intra-articulaire du calcanéum droit sans déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.064P	fracture intra-articulaire du calcanéum droit sans déplacement, contact subséquent pour une fracture avec cal vicieux
S92.064S	fracture intra-articulaire du calcanéum droit sans déplacement, séquelle
S92.065A	fracture intra-articulaire du calcanéum gauche sans déplacement, contact initial pour une fracture fermée
S92.065B	fracture intra-articulaire du calcanéum gauche sans déplacement, contact initial pour une fracture ouverte
S92.065D	fracture intra-articulaire du calcanéum gauche sans déplacement, contact subséquent pour une consolidation normale
S92.065G	fracture intra-articulaire du calcanéum gauche sans déplacement, contact subséquent pour une consolidation retardée
S92.065K	fracture intra-articulaire du calcanéum gauche sans déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.065P	fracture intra-articulaire du calcanéum gauche sans déplacement, contact subséquent pour une fracture avec cal vicieux
S92.065S	fracture intra-articulaire du calcanéum gauche sans déplacement, séquelle
S92.066A	fracture intra-articulaire d'un calcanéum non spécifié sans déplacement, contact initial pour une fracture fermée
S92.066B	fracture intra-articulaire d'un calcanéum non spécifié sans déplacement, contact initial pour une fracture ouverte
S92.066D	fracture intra-articulaire d'un calcanéum non spécifié sans déplacement, contact subséquent pour une consolidation normale
S92.066G	fracture intra-articulaire d'un calcanéum non spécifié sans déplacement, contact subséquent pour une consolidation retardée
S92.066K	fracture intra-articulaire d'un calcanéum non spécifié sans déplacement, contact subséquent pour une fracture avec pseudarthrose
S92.066P	fracture intra-articulaire d'un calcanéum non spécifié sans déplacement, contact subséquent pour une fracture avec cal vicieux
S92.066S	fracture intra-articulaire d'un calcanéum non spécifié sans déplacement, séquelle
S92.101A	fracture non spécifiée de l'astragale droit, contact initial pour une fracture fermée
S92.101B	fracture non spécifiée de l'astragale droit, contact initial pour une fracture ouverte
S92.101D	fracture non spécifiée de l'astragale droit, contact subséquent pour une consolidation normale
S92.101G	fracture non spécifiée de l'astragale droit, contact subséquent pour une consolidation retardée
S92.101K	fracture non spécifiée de l'astragale droit, contact subséquent pour une fracture avec pseudarthrose
S92.101P	fracture non spécifiée de l'astragale droit, contact subséquent pour une fracture avec cal vicieux
S92.101S	fracture non spécifiée de l'astragale droit, séquelle
S92.102A	fracture non spécifiée de l'astragale gauche, contact initial pour une fracture fermée
S92.102B	fracture non spécifiée de l'astragale gauche, contact initial pour une fracture ouverte
S92.102D	fracture non spécifiée de l'astragale gauche, contact subséquent pour une consolidation normale
S92.102G	fracture non spécifiée de l'astragale gauche, contact subséquent pour une consolidation retardée
S92.102K	fracture non spécifiée de l'astragale gauche, contact subséquent pour une fracture avec pseudarthrose
S92.102P	fracture non spécifiée de l'astragale gauche, contact subséquent pour une fracture avec cal vicieux
S92.102S	fracture non spécifiée de l'astragale gauche, séquelle
S92.109A	fracture non spécifiée d'un astragale non spécifié, contact initial pour une fracture fermée
S92.109B	fracture non spécifiée d'un astragale non spécifié, contact initial pour une fracture ouverte
S92.109D	fracture non spécifiée d'un astragale non spécifié, contact subséquent pour une consolidation normale
S92.109G	fracture non spécifiée d'un astragale non spécifié, contact subséquent pour une consolidation retardée
S92.109K	fracture non spécifiée d'un astragale non spécifié, contact subséquent pour une fracture avec pseudarthrose
S92.109P	fracture non spécifiée d'un astragale non spécifié, contact subséquent pour une fracture avec cal vicieux
S92.109S	fracture non spécifiée d'un astragale non spécifié, séquelle
S92.111A	fracture du col de l'astragale droit avec un déplacement, contact initial pour une fracture fermée
S92.111B	fracture du col de l'astragale droit avec un déplacement, contact initial pour une fracture ouverte
S92.111D	fracture du col de l'astragale droit avec un déplacement, contact subséquent pour une consolidation normale
S92.111G	fracture du col de l'astragale droit avec un déplacement, contact subséquent pour une consolidation retardée
S92.111K	fracture du col de l'astragale droit avec un déplacement, contact subséquent pour pseudarthrose
S92.111P	fracture du col de l'astragale droit avec un déplacement, contact subséquent pour une fracture avec cal vicieux
S92.111S	fracture du col de l'astragale droit avec un déplacement, séquelle
S92.112A	fracture du col de l'astragale gauche avec un déplacement, contact initial pour une fracture fermée
S92.112B	fracture du col de l'astragale gauche avec un déplacement, contact initial pour une fracture ouverte
S92.112D	fracture du col de l'astragale gauche avec un déplacement, contact subséquent pour une consolidation normale
S92.112G	fracture du col de l'astragale gauche avec un déplacement, contact subséquent pour une consolidation retardée
S92.112K	fracture du col de l'astragale gauche avec un déplacement, contact subséquent pour pseudarthrose
S92.112P	fracture du col de l'astragale gauche avec un déplacement, contact subséquent pour une fracture avec cal vicieux
S92.112S	fracture du col de l'astragale gauche avec un déplacement, séquelle
S92.113A	fracture du col d'un astragale non spécifié avec un déplacement, contact initial pour une fracture fermée
